content,sentiment
mmm  eating tostitos &amp;&amp; piknik with spinach dip from S&amp;R. &lt;3,happiness
" If it's any consolation, you're definitely one of the hottest GG's, IMHO",happiness
 Night! Doze well.,happiness
  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;,happiness
 Its looking like June - nice right?,happiness
Prom was awesome.,happiness
9100 tweets....just living the rockstar life one tweet at a time.,happiness
possessed beyond certainty that she has made the rite decision,happiness
" good moring mr bailey, it is my birthday today",happiness
spending a 'girly' day wif my four big sisters! shopping. pedicures and dyeing eachother's hair. ohh yeah,happiness
 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
Would really like to buy death note 1 &amp; 2 later this week  I loved those movies!,happiness
 we should all be down to earth. don't none of us walk on water  I'm just some horny nerd trying to find my way thru life lol,happiness
" Thank you good sir, it has been a surprisingly good afternoon, very productive",happiness
Ay dios mio! 2 weeks left of college!!! AH CAN'T WAIT!!,happiness
  &amp; to you matey,happiness
wlcome  - i'm proud of my girlfriend,happiness
 I dont understand sensex..but wow!,happiness
Good day today tomorrow will be even better,happiness
 Sounds pretty cool. Great job man!,happiness
 Haha of course! That's my favorite album of all time,happiness
 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
dinner was awesome. Im so happy my mom enjoyed her bday  I was able to spoil her yay lol,happiness
 That gave me a great smile. Nice way to end the day. You are so right,happiness
lovely night of steve-o and family guy. off to bed.,happiness
" Excellent, he will never know, lmao.",happiness
1 more day!,happiness
 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
"okay, really going now...STOP MAKING ME LAUGH LIKE THAT!!",happiness
morning! just got my coffee,happiness
Headed up to WMC for the day. Hopefully I'll have enough time to swing by Chinatown on the way home. I'm in the mood for duck!,happiness
"Watched Yes Man, it was good  ",happiness
"it's a perfect day to throw back your head and kiss it all good bye - love it, so cheerful!!  ? ",happiness
may the fourth be with you! happy star wars day,happiness
 well on a day off you owe it to yourself to sleep in late,happiness
Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,happiness
 lol brandy and mr whiskers is on,happiness
 morning  hope u r well.. i'm off to bed soon!,happiness
 its the best show EVER!,happiness
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,happiness
 I love finding regional groups of Twitterers! Glad I could connect you with a few new people,happiness
The sun is shining,happiness
 Loved it! You continue to delight us Amber.    Great job on the backing and the video by . Kudos.,happiness
ehh i need a break. gonna do 3pg essay 2m before work at 5. going to bed now. gym in the morning! nightttt,happiness
 ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x],happiness
 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
 but it's fun when they blatantly ignore the advice,happiness
" Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours.",happiness
 Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,happiness
" Dude, that is eerie. Good song though, and a good movie.",happiness
" Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !",happiness
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven't watched any ep yet.. hope it shows here soon!:p",happiness
" good morning, It's nice to see you!",happiness
"So happy that it's FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy's spirit...",happiness
 good luck!! How exciting,happiness
lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,happiness
Waking up early to go to the gym,happiness
 nice to have you back,happiness
Having rice crispies this morning  Brings back some good memories!,happiness
 perfect!,happiness
 yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!,happiness
" uhh, congrats for your two years anniversary",happiness
Off for a bit of a motorcycle trip today!,happiness
 LOL I love my MacBook too. Oh and my iMac. Can't decide which I love more. OK 24&quot; iMac trumps 13&quot; MacBook,happiness
Laying on my bed. ONE spot smells like vanilla.  awesome,happiness
" curing le hangover from an epic night, bruised 'n battered from a hectic go-karting session. pretty satisfied thank you very much",happiness
Getting the FAB portraits ready to upload today,happiness
"  We are of like minds this evening , my dear!",happiness
" wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",happiness
Yay! Good way to end the night.,happiness
chillin with christina and diana,happiness
 I'm okay thanks. No job yet but I'll keep going until I get one! Are you actually following me yet BTW?,happiness
 I can't wait either!!!!! your so welcome  YAY!!!!!!!!!,happiness
 She does especially Pink ones LOL  What beautiful creatures they are!,happiness
 haha.. good for you,happiness
Bit of soul time 4 this mama  will visialize next living environent. Speak soon.,happiness
 thanks for the message - just worked out how to see them and reply!,happiness
 See you on may 16!!,happiness
in the airport!!!  only 8 hours til hoommee!,happiness
"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the 'BEYONCE WEEKND' coming soon.",happiness
went to eastgardens and saw a lot of hillsong pastors there Now im going to Nicks for dinner. Cant wait to talk to you soon ,happiness
nice weather today in Alex,happiness
Now I have to think of things to say    And before that I have to make super chunk chocolate muffins with my kids,happiness
 I'll save you,happiness
Is ending the day with another walk nice walk and then some gelato,happiness
just woke up with a cat in my face  haha,happiness
Got the BrainBone daily question right!  - ,happiness
"Heeey, we won ice hockey....we are winners!!",happiness
 - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by ,happiness
finally leaving this place! woohoo! school time!,happiness
 isn't a bit of little britain in all of us?,happiness
" WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance?",happiness
 It's going to be a fun night and I'm helping host it!!!,happiness
 you writing fanfic? me read!,happiness
"Happy Star Wars Day, may the 4th be with you  my lil' 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",happiness
 Very impressive  I'm the same way. 100%,happiness
1 lovely one before waking up,happiness
FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,happiness
"mondays agenda: last class/final of the semester, work, sorority meeting, happy hour.",happiness
"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!",happiness
Good morning,happiness
All moved in to our new apartment. So exciting,happiness
I  have always been a sucker for the sound of an acoustic guitar!,happiness
I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.,happiness
Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!,happiness
good morning world,happiness
 babe text me your email address so i can send it over,happiness
loves it that the first Monday of May is a Bank Holiday!  ,happiness
" David Aaronovitch is always worth making an exception for  (Good morning, by the way)",happiness
If anyone know anyone that made aliyah with the help of Nefesh BNefesh please contact me. I would love to talk with them.,happiness
" i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!",happiness
It's raining that fine rain!!! U know the fine rain that wets you the most,happiness
Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don't forget to get a helmet ok,happiness
 i totally owe you a week of on-call duties.  i appreciate not having those while jill is in town,happiness
May the 4th be with you! Happy Star Wars Day twirps!  ROFL,happiness
Going to shopping place thingie! BRB LATERZ!,happiness
 I watched that too! I liked it,happiness
 thanks.. that was quick..,happiness
 hehe i will never thorw out these shoes  i'm listening to varsity fanclub surprise surprise  sway sway baby is awesome,happiness
 can't believe i wasn't following you! am now  have an anatomy prac tmw so tonight i'm all about structr of the lwr limb,happiness
